name,body_part,equipment,gif_url,target,secondary_muscles,instructions,exercise_id
barbell narrow stance squat,upper legs,barbell,https://v2.exercisedb.io/image/w982n4Hyam4JvA,glutes,"{quadriceps,hamstrings,calves}","{""Stand with your feet shoulder-width apart and toes pointing slightly outward."",""Hold the barbell across your upper back, resting it on your traps or rear delts."",""Engage your core and keep your chest up as you slowly lower your body by bending your knees and pushing your hips back."",""Continue lowering until your thighs are parallel to the ground or slightly below."",""Pause for a moment, then push through your heels to return to the starting position."",""Repeat for the desired number of repetitions.""}",63
barbell one arm bent over row,back,barbell,https://v2.exercisedb.io/image/aHZeQiPMJ1GPcx,upper back,"{biceps,forearms}","{""Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip."",""Bend forward at the hips, keeping your back straight and your head in a neutral position."",""Pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together."",""Lower the barbell back down to the starting position in a controlled manner."",""Repeat for the desired number of repetitions, then switch to the other arm.""}",64
barbell one arm floor press,upper arms,barbell,https://v2.exercisedb.io/image/PEHCQbs8FY7xnr,triceps,"{chest,shoulders}","{""Lie flat on your back on the floor with your knees bent and feet flat on the ground."",""Hold the barbell with one hand, palm facing up, and extend your arm straight up over your chest."",""Slowly lower the barbell towards your chest, keeping your elbow close to your body."",""Pause for a moment at the bottom, then push the barbell back up to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""}",65
barbell one arm side deadlift,upper legs,barbell,https://v2.exercisedb.io/image/BgyYXDoQZ-Ub39,glutes,"{hamstrings,quadriceps,""lower back""}","{""Stand with your feet shoulder-width apart, holding a barbell in one hand with an overhand grip."",""Keep your back straight and your core engaged."",""Bend at the hips and lower the barbell towards the outside of your leg, keeping your arm straight and your chest up."",""Lower the barbell as far as you can while maintaining good form."",""Pause for a moment, then slowly return to the starting position."",""Repeat for the desired number of repetitions, then switch sides.""}",66
barbell one arm snatch,shoulders,barbell,https://v2.exercisedb.io/image/LoRmxmPrWi50TI,delts,"{traps,forearms,core}","{""Stand with your feet shoulder-width apart, toes pointing slightly outwards."",""Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart."",""Bend your knees and lower your hips into a squat position, keeping your back straight and chest up."",""Explosively extend your hips, knees, and ankles, driving the barbell upwards."",""As the barbell reaches chest level, pull it upwards with your arm, keeping it close to your body."",""Rotate your elbow under the barbell and extend your arm fully overhead, locking out your elbow."",""Lower the barbell back down to the starting position in a controlled manner."",""Repeat for the desired number of repetitions, then switch arms.""}",67
barbell one leg squat,upper legs,barbell,https://v2.exercisedb.io/image/yabYQ1WQuIBcSg,quads,"{glutes,hamstrings,calves}","{""Stand with your feet shoulder-width apart and hold a barbell across your upper back."",""Lift one foot off the ground and extend it forward, keeping it parallel to the ground."",""Bend your standing leg and lower your body down as if sitting back into a chair, keeping your chest up and your back straight."",""Lower yourself until your thigh is parallel to the ground, then push through your heel to return to the starting position."",""Repeat for the desired number of repetitions, then switch legs and repeat.""}",68
barbell overhead squat,upper legs,barbell,https://v2.exercisedb.io/image/w4MjeJM87GpDGB,quads,"{glutes,hamstrings,calves,core}","{""Stand with your feet shoulder-width apart and toes slightly turned out."",""Hold the barbell with a wide grip, positioning it overhead with your arms fully extended."",""Engage your core and lower your body down into a squat position, keeping your chest up and knees tracking over your toes."",""Pause for a moment at the bottom, then push through your heels to return to the starting position."",""Repeat for the desired number of repetitions.""}",69
barbell palms down wrist curl over a bench,lower arms,barbell,https://v2.exercisedb.io/image/c2wPbMVxcPsgtZ,forearms,"{biceps,brachialis}","{""Sit on a bench with your feet flat on the ground and your forearms resting on your thighs, palms facing down."",""Hold a barbell with an overhand grip, hands shoulder-width apart."",""Lower the barbell towards the ground by flexing your wrists, keeping your forearms stationary."",""Pause for a moment at the bottom, then slowly raise the barbell back up by extending your wrists."",""Repeat for the desired number of repetitions.""}",1411
barbell palms up wrist curl over a bench,lower arms,barbell,https://v2.exercisedb.io/image/BdHWef2vVyKUfe,forearms,"{biceps,shoulders}","{""Sit on a bench with your feet flat on the ground and hold a barbell with an underhand grip, palms facing up."",""Rest your forearms on the bench, allowing your wrists to hang off the edge."",""Keeping your forearms stationary, exhale and curl your wrists upwards as far as possible."",""Hold the contracted position for a brief pause, then inhale and slowly lower the barbell back to the starting position."",""Repeat for the desired number of repetitions.""}",1412
barbell pendlay row,back,barbell,https://v2.exercisedb.io/image/j16P4T5X0U293h,upper back,"{biceps,forearms}","{""Stand with your feet shoulder-width apart and your knees slightly bent."",""Bend forward at the hips, keeping your back straight and your chest up."",""Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart."",""Pull the barbell towards your upper abdomen, squeezing your shoulder blades together."",""Lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",3017
barbell pin presses,upper arms,barbell,https://v2.exercisedb.io/image/M3QKYTupNJ8wvl,triceps,{shoulders},"{""Set up a barbell on a power rack at chest height."",""Stand facing the barbell and position yourself underneath it, with your feet shoulder-width apart."",""Grip the barbell with an overhand grip, slightly wider than shoulder-width apart."",""Lift the barbell off the rack and hold it directly above your chest, with your arms fully extended."",""Lower the barbell down towards your chest, keeping your elbows tucked in close to your body."",""Pause for a moment when the barbell touches your chest."",""Push the barbell back up to the starting position, fully extending your arms."",""Repeat for the desired number of repetitions.""}",1751
barbell preacher curl,upper arms,barbell,https://v2.exercisedb.io/image/90wMlyyrRMRk-C,biceps,{forearms},"{""Sit on a preacher bench with your upper arms resting on the pad and your chest against the support."",""Grasp the barbell with an underhand grip, slightly wider than shoulder-width apart."",""Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders."",""Pause for a moment at the top, squeezing your biceps."",""Inhale and slowly lower the barbell back down to the starting position."",""Repeat for the desired number of repetitions.""}",70
barbell press sit-up,waist,barbell,https://v2.exercisedb.io/image/3sxJ2ActqacRFZ,abs,"{shoulders,chest}","{""Lie flat on your back on a mat with your knees bent and feet flat on the ground."",""Hold the barbell with an overhand grip, resting it on your chest."",""Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle."",""Pause for a moment at the top, then slowly lower your upper body back down to the starting position."",""Repeat for the desired number of repetitions.""}",71
